ID,Prenda,Modelo,Precio,Dia de la semana,Dia,Mes,Año
1033,Sweater,Mystic,97000,,4,4,2025
1034,Crop,Suma,29300,,4,4,2025
1035,Crop,Suma,25140,,4,4,2025
1036,Yoguineta,Chill,46740,,4,4,2025
1037,Yoguineta,Loose,38940,,4,4,2025
1039,Pantalon,Velvet Plush,54530,,4,4,2025
1040,Rompevientos,Active lulea,79730,,4,4,2025
1041,Campera,Velvet Plush,79730,,4,4,2025
1042,Crop,Suma,29330,,4,4,2025
1043,Crop,Alba,29330,,4,4,2025
1044,Remera,Crop Urdhva,32830,,4,4,2025
1045,Yoguineta,Active,62900,,9,4,2025
1046,Yogasuit,New Supplex,76900,,9,4,2025
1047,Buzo,Warm Up,67900,,9,4,2025
1048,Crop,Alba,39900,,10,4,2025
1049,Crop,Suma,39900,,10,4,2025
1050,Legging,Morley Glow,67900,,10,4,2025
1051,Top,Anahata,31425,,10,4,2025
1052,Legging,Pocket Polisap,48675,,10,4,2025
1053,Buzo,Warm Up,47530,,10,4,2025
1054,Buzo,Hima,47530,,10,4,2025
1055,Remera,Manga Larga Urdhva,29330,,10,4,2025
1056,Top,Swasti Cotton,29330,,10,4,2025
1057,Remera,Nube Naturaleza Magica,27930,,10,4,2025
1058,Remera,Manga Larga Prana,41900,,11,4,2025
1059,Buzo,Micropolar Hima,77900,,11,4,2025
1060,Legging,7/8 Cotton Tierra Madre,62900,,11,4,2025
1061,Buzo,Warm Up,67900,,11,4,2025
1062,Legging,7/8 Cotton ,59900,,11,4,2025
1063,Top,Cotton Swasti,31425,,11,4,2025
1064,Top,Cotton Swasti,31425,,11,4,2025
1065,Buzo ,Warm Up,54320,,21,4,2025
1066,Legging,7/8 Cotton Naturaleza ,54000,,21,4,2025
1067,Remera,Nube Naturaleza Magica,33915,,22,4,2025
1068,Top,Anahata,35615,,22,4,2025
1069,Crop,Alba Musgo,35615,,22,4,2025
1070,Legging,7/8 Pocket Polisap,55155,,22,4,2025
1071,Campera,Velvet Plush,79730,,22,4,2025
1072,Top ,Confort Botanica Oculta,35615,,24,4,2025
1073,Legging,7/8 Botanica Oculta,55165,,24,4,2025
1074,REGALO - Campera,No Gender Botanica Oculta,0,,25,4,2025
1075,Crop ,Suma,22610,,2,5,2025
1076,Crop,Alba,22610,,2,5,2025
1077,Crop,Alba,22610,,2,5,2025
1078,Polainas,,40000,,2,5,2025
1079,Yoguineta ,Wide,67900,,9,5,2025
1080,Remera,Nube Naturaleza Magica,39900,,9,5,2025
1081,Buzo ,Micropolar No Gender Hima,77900,,9,5,2025
1082,Top,Nadi Morley,39900,,9,5,2025
1083,Crop,Alba,39900,,9,5,2025
1084,Buzo,Velvet Samadhi,57675,,9,5,2025
1085,Legging,7/8 Refugio Lavanda,48675,,9,5,2025
1086,Legging,7/8 Polisap Tomillo lisa,47175,,9,5,2025
1087,Top,O Tomillo liso,29925,,9,5,2025
1088,Top,O Refugio Lavanda,31425,,9,5,2025
1089,Hoodie,No Gender Velvet Plush,62175,,9,5,2025
1090,Buzo,Mindfulness lanilla,53175,,9,5,2025
1091,Pantalon,Vaiu largo,50925,,9,5,2025
1092,Pantalon,Wide Plush,50925,,9,5,2025
1093,Pantalon,Wide Plush,50925,,9,5,2025
1094,Remera,Manga Larga Prana Azulino,29925,,9,5,2025
1095,Buzo,Vaiu Gris,67900,,9,5,2025
1096,Legging,7/8 Cotton Naturaleza Magica,62900,,9,5,2025
1097,Yoguineta ,Wide,47530,,10,5,2025
1098,Crop ,Suma,27930,,10,5,2025
1099,Remera,Manga Larga Trama,29330,,10,5,2025
1100,Bomber,Reversible Somos Parte de un Todo,85740,,10,5,2025
1101,Crop ,Suma,31920,,10,5,2025
1102,Buzo,Velvet Samadhi,61520,,10,5,2025
1103,Buzo,Micropolar Hima,70900,,10,5,2025
1104,Legging,7/8 Naturaleza Magica,53467,,15,5,2025
1105,Pantalon,Wide Plush,67900,,19,5,2025
1106,Crop,Suma,39900,,19,5,2025
1107,Campera,Loose,82900,,19,5,2025
1108,Yoguineta,Wide,67900,,19,5,2025
1109,RETIRO - REGALO DE BODAS,Yoguineta Loose,0,,19,5,2025
1110,RETIRO - REGALO DE BODAS,Yoguineta Loose,0,,19,5,2025
1111,RETIRO - REGALO DE BODAS,Campera Botanica Oculta Maiz,0,,19,5,2025
1112,RETIRO - REGALO DE BODAS,Yoguineta Wide ,0,,19,5,2025
1113,RETIRO - REGALO DE BODAS,Buzo Warm Up,0,,19,5,2025
1114,Remeron,Chill,39900,,22,5,2025
1115,Rompevientos ,Active,104900,,22,5,2025
1116,RETIRO - REGALO,Legging Stretch Morley,0,,30,5,2025
1117,Polainas,lulea,51900,,30,5,2025
1118,VOUCHER,Cumpleaños,55165,,30,5,2025
1119,Hoodie,Velvet Plush,70465,,30,5,2025
1120,Pantalon,Wide Plush,57715,,30,5,2025
1121,Remera,Manga Larga Urdhva,35615,,30,5,2025
1122,Remera,Crop Urdhva,33915,,3,6,2025
1123,Remera,Crop Urdhva,33915,,3,6,2025
1124,Buzo,Samadhi Plush,76900,,3,6,2025
1126,Legging,7/8 Cotton Swasti,59900,,3,6,2025
1127,Top,Swasti,41900,,3,6,2025
1128,Legging,7/8 Cotton Naturaleza Magica,62900,,3,6,2025
1129,Campera Loose,,82900,,7,6,2025
1130,Legging,7/8 Plamtas Maestras,48675,,7,6,2025
1131,Buzo,Comfort,50925,,7,6,2025
1132,Remera,Manga Larga Urdhva,41900,,10,6,2025
1133,Remera,Manga Larga Urdhva Negra larga,35920,,12,6,2025
1134,Buzo,Samadhi Plush,76900,,12,6,2025
1135,Crop,Alba,39900,,13,6,2025
1136,Legging 7/8 Raiz,Tierra,50925,,13,6,2025
1137,Remera,Manga Larga Lumbre,31425,,13,6,2025
1138,Pantalon,Wide Plush,67900,,13,6,2025
1139,Buzo,Cala El Puente,47175,,13,6,2025
1140,Yoguineta,Loose,67900,,13,6,2025
1141,Pantalon ,Line,59900,,20,6,2025
1142,Pantalon,Cozy,59900,,20,6,2025
1143,Pantalon,Cozy,59900,,20,6,2025
1144,Buzo,Cozy,67900,,20,6,2025
1145,Buzo,Cozy,67900,,20,6,2025
1146,Pantalon,Cozy,59900,,20,6,2025
1147,Buzo ,Cala El Puenta,62900,,20,6,2025
1148,Remera,Nube La Maga,19000,,20,6,2025
1149,Buzo ,Kurma,70900,,20,6,2025
1150,Legging,Stretch Morley,33950,,20,6,2025
1151,Buzo,Micropolar Hima,70900,,20,6,2025
1152,Buzo,Cozy,33950,,20,6,2025
1153,Hoodie,No Gender Velvet Plush,82900,,20,6,2025
1154,Buzo,Cozy,33950,,20,6,2025
1155,Pantalon,Line,59900,,20,6,2025
1156,Pantalon,Cozy,29950,,20,6,2025
1157,Pantalon ,Cozy,59900,,24,6,2025
1158,Buzo,Cozy,67900,,24,6,2025
1159,Crop ,Kioto,20950,,24,6,2025
1160,Crop,Kioto,20950,,24,6,2025
1161,Legging,7/8 Jardin Milenario Estampa Refugio,17900,,27,6,2025
1162,Buzo,Active,49630,,27,6,2025
1163,Campera,Line,49630,,27,6,2025
1164,Legging,7/8 Somos Polvo de Estrellas,47530,,27,6,2025
1165,Legging,7/8 Cotton Tierra Madre Verde,44000,,27,6,2025
1166,Legging,7/8 Cotton Magica,44030,,4,7,2025
1167,Remera,Manga Larga Urdhva,29330,,4,7,2025
1168,Pantalon,Cozy,41930,,4,7,2025
1169,Legging,7/8 Cotton Magica,44030,,4,7,2025
1170,Legging,7/8 Polisap lisa ,47530,,4,7,2025
1171,Buzo,Cozy,47530,,4,7,2025
1172,Pantalon,Cozy,41930,,4,7,2025
1173,Hoodie ,No Gender Botanica Oculta,65030,,4,7,2025
1174,Buzo,No Gender Micropolar Hima,46930,,7,7,2025
1175,Buzo,El Puente,57715,,9,7,2025
1176,Buzo,Guardianas,57715,,9,7,2025
1177,Legging,7/8 Recta,53465,,11,7,2025
1178,Legging,7/8 Cotton Swasti,50915,,11,7,2025
1179,Buzo,Kurma,70465,,11,7,2025
1180,Buzo,No Gender Micropolar Hima,60265,,11,7,2025
1181,Campera,Linea,60265,,11,7,2025
1182,Remera ,Manga Larga Hima,33915,,11,7,2025
1183,Legging,Cotton Swasti,50915,,11,7,2025
1184,Pantalon,Chill,57715,,11,7,2025
1185,Yoguineta,Wide,57700,,11,7,2025
1186,Legging,7/8 New Supplex,53465,,11,7,2025
1187,Remera,Bosque Primario,33915,,11,7,2025
1188,Crop,Manga Larga Urdhva,33915,,15,7,2025
1189,Buzo,Warm Up,59415,,15,7,2025
1190,Top,Swasti,39000,,15,7,2025
1191,Legging,Recta,50000,,16,7,2025
1192,Remera,Manga Larga Urdhva,30000,,16,7,2025
1193,RETIRO PERSONAL Buzo,Cala El Puente,0,,16,7,2025
1194,Legging,Recta Cotton,53465,,18,7,2025
1195,Buzo,Cala El Puente,53465,,18,7,2025
1196,Remeron,Chill,35615,,18,7,2025
1197,Legging,Jardin Botanico Tomillo,57715,,18,7,2025
1198,Legging,7/8 Polisap,57715,,18,7,2025
1199,Remera Nube,Naturaleza,33915,,18,7,2025
1200,Crop,Suma,33915,,18,7,2025
1201,Remera,Manga Larga Urdhva,33915,,20,7,2025
1202,Legging,7/8 Cotton lulea Aves Moka,53465,,20,7,2025
1203,Legging,7/8 Cotton Frutos,53465,,20,7,2025
1204,Top,Shanti Cotton Frutos,35615,,20,7,2025
1205,Top,Shanti Aves Moka,35615,,20,7,2025
1206,Top,Nadi cotton Moka,33915,,20,7,2025
1207,Top,Nadi Cotton Rubi,33915,,20,7,2025
1208,Remera,Oversize No Gender Jardin Milenario,27930,,25,7,2025
1209,Remera ,Oversize Bosque Primario,27930,,25,7,2025
1210,Remera,Nube Naturaleza Magica,27930,,25,7,2025
1211,Legging,7/8 Cottonm Frutos,44030,,25,7,2025
1212,Top,Shanti Cotton Frutos,29330,,25,7,2025
1213,Buzo,Cala El Puente,49630,,25,7,2025
1214,Legging,2/8 Devi Soft Cotton,31430,,25,7,2025
1215,Remera,Lumbre,27930,,25,7,2025
1216,Buzo,Cozy,47530,,25,7,2025
1217,Remera,Nube La Maga,27930,,25,7,2025
1218,Buzo,Plush Velvet,82900,,29,7,2025
1219,Remeron,Chill,39900,,29,7,2025
1220,Pantalon,Chill,67900,,29,7,2025
1221,Legging - diferencia voucher regalo,7/8 Cotton lisa,4735,,2,8,2025
1222,Buzo,Cala El Puente,57715,,2,8,2025
1223,Buzo,Samsara,57715,,2,8,2025
1224,Remera,Manga Larga Hima,33915,,2,8,2025
1225,Legging,7/8 Cotton Frutos,53465,,2,8,2025
1226,Crop,Alba,33915,,2,8,2025
1227,Remera Crop,Manga Larga Urdhva,35615,,2,8,2025
1228,Legging,7/8 Polisap Lavanda Refugio,57715,,2,8,2025
1229,Top,O Polisap Refugio Lavanda,35615,,2,8,2025
1230,Remera,Manga Larga Hima,35615,,7,8,2025
1231,Remera,Manga Larga Urdhva,35615,,7,8,2025
1232,Gift Card,,75000,,8,8,2025
1233,Buzo,Plantas Maestras,50900,,8,8,2025
1234,Remera ,Manga Larga Urdhva,31425,,8,8,2025
1235,Top,Pilates,31425,,8,8,2025
1236,Legging,7/8 lulea Pilates New Supplex,48675,,8,8,2025
1237,Campera,Loose,78675,,9,8,2025
1238,Yoguineta,Active,45430,,9,8,2025
1239,Pantalon,Cozy,44925,,9,8,2025
1240,Remera,Jadin Milenario,21900,,12,8,2025
1241,Legging 7/8 ,Active New Supplex,50940,,19,8,2025
1242,Legging ,7/8 Pocket Polisap,58410,,19,8,2025
1243,Top,Om Azul Marino,37710,,19,8,2025
1244,Top ,Goa Azul Oceano,37710,,19,8,2025
1245,Short,2/8 Azul Oceano,40410,,19,8,2025
1246,Luleasuit,Azul Marino,58410,,19,8,2025
1247,Luleasuit,Azul Oceano,58410,,19,8,2025
1248,Buzo,Oceano Profundo,74610,,19,8,2025
1249,Buzo ,Oceano Profundo,74610,,19,8,2025
1250,Remera,Perla,35910,,19,8,2025
1251,Top,Negro Soft Cotton ,35910,,19,8,2025
1252,Short ,Aves Moka ,40410,,19,8,2025
1253,Crop ,Suma Moka,35900,,19,8,2025
1254,RETIRO PERSONAL- Legging,Lulea Pilates,0,,19,8,2025
1255,RETIRO PERSONAL,Top Active ,0,,19,8,2025
1256,RETIRO PERSONAL - ,Legging 7/8 Soft Cotton,0,,19,8,2025
1257,RETIRO REGALO,Buzo Cozy Rubi,0,,19,8,2025
1258,Legging,7/8 Jardin,54320,,19,8,2025
1259,Top,Om Polisap Tomillo,31920,,19,8,2025
1260,Crop,Suma Nude,31920,,19,8,2025
1261,Remera,Perla,31920,,19,8,2025
1262,Legging,7/8 Stretch Morley,31920,,19,8,2025
1263,Legging,7/8 Cotton Magica,51920,,19,8,2025
1264,Buzo,Micropolar Hima,58320,,19,8,2025
1265,Pantalon,Wide,61110,,24,8,2025
1266,Pantalon,Chill,61110,,24,8,2025
1267,Leggging,7/8 Devi Sorft Cotton,53910,,24,8,2025
1268,Buzo,Oversize Oceano Profundo,66000,,25,8,2025
1269,Crop,Alba,33915,,25,8,2025
1270,Legging,7/8 Soft Cotton Devi,50915,,25,8,2025
1271,Legging,Pocket Polisap Azul Marino,58410,,28,8,2025
1272,Remera,Perla Celeste,35920,,28,8,2025
1273,Legging,7/8 Tierra Madre Malva,58000,,28,8,2025
1274,RETIRO PERSONAL,Bomber Reversible Somos Parte de un todo,0,,28,8,2025
1275,RETIRO - REGALO,Yoguineta Loose,0,,5,9,2025
1276,Remera,Perla,39900,,5,9,2025
1277,Buzo,Sadhana Plush,62000,,5,9,2025
1278,Hoodie,No Gender Despertar,62000,,5,9,2025
1279,Remera,Nube Magica,29900,,5,9,2025
1280,Remera,Perla,29900,,5,9,2025
1281,Crop,Bruma,31900,,9,9,2025
1282,Crop,Bruma,31900,,9,9,2025
1283,Top ,Cross Active,35910,,10,9,2025
1285,Legging,2/8 Cotton Gris,40410,,10,9,2025
1287,Crop,Bruma,35910,,11,9,2025
1288,Pantalon,Wide,61110,,11,9,2025
1289,Top,Shanti Amaranto,35910,,11,9,2025
1290,Short,2/8 Pocket Polisap,46700,,11,9,2025
1291,Remera,Perla,23940,,15,9,2025
1292,Remera ,Perla,23940,,15,9,2025
1293,Legging,7/8 Cotton Swasti,35930,,15,9,2025
1294,Pantalon,Crop Vaiu,40740,,15,9,2025
1295,Crop,Maitri,23940,,15,9,2025
1296,Crop,Suma,23940,,15,9,2025
1297,Top,Swasti,23940,,15,9,2025
1298,Pantalon,Vaiu,40740,,15,9,2025
1299,Legging,7/8 Moka Aves,38940,,15,9,2025
1300,Pantalon,Wide,33951,,15,9,2025
1301,Legging,2/8 Soft Cotton,22450,,15,9,2025
1302,Legging,7/8 Yoga Glow,29950,,15,9,2025
1303,Legging,Cotton Swasti ,29950,,15,9,2025
1304,Buzo,Cozy,35350,,15,9,2025
1305,Pantalon,Cozy,33950,,15,9,2025
1306,RETIRO - REGALO COMUNIDAD,Musculosa Om,0,,15,9,2025
1307,Legging,7/8 New Supplex,31450,,15,9,2025
1308,Top,O Polisap Refugio Lavanda,25140,,20,9,2025
1309,Legging,2/8 Polisap Refugio,31140,,20,9,2025
1310,Legging,7/8 Cotton Tierra Madre,38940,,20,9,2025
1311,Legging,Cotton Tierra Madre,38940,,20,9,2025
1312,Buzo,Active,63180,,20,9,2025
1313,Legging,7/8 New Supplex,56915,,20,9,2025
1314,Remera,Nube,23940,,20,9,2025
1315,Legging,2/8 Madre Tierra,26940,,20,9,2025
1316,Legging,7/8 Polisap Constelaciones,40740,,20,9,2025
1317,Legging,7/8 Cotton Tierra Madre,38940,,20,9,2025
1318,Legging,7/8 Cotton Naturaleza,38940,,20,9,2025
1319,Legging,2/8 Cotton Frutos,26940,,20,9,2025
1320,Remera,Perla,23940,,20,9,2025
1321,Remera,Perla,23940,,20,9,2025
1322,Musculosa,Om,23940,,20,9,2025
1323,Buzo ,Kurma,49740,,20,9,2025
1324,Buzo,Kurma,49740,,20,9,2025
1325,Musculosa ,Mindfulness Rosa,23940,,20,9,2025
1326,Remera ,Hima,25140,,26,9,2025
1327,Legging,7/8 Polisap noche,37740,,26,9,2025
1328,Yoguineta,Loose No Gender Musgo,40740,,26,9,2025
1329,Remera,Perla,33915,,26,9,2025
1330,Pantalon,Wide,57715,,26,9,2025
1331,Pantalon,Crop Vaiu,57715,,26,9,2025
1332,Campera ,Line,60265,,26,9,2025
1333,Campera,Prema,121465,,26,9,2025
1334,Buzo,Oceano Profundo,70465,,26,9,2025
1335,Legging,7/8 Cotton Tierra,55165,,26,9,2025
1336,Remera,Perla,32830,,7,10,2025
1337,Top,Nadi Powe Yoga,32800,,7,10,2025
1338,Musculosa,Bandha,31430,,7,10,2025
1339,Buzo,Oversize Oceano,41450,,7,10,2025
1340,Campera,Active,81830,,10,10,2025
1341,Crop,Suma,31420,,10,10,2025
1342,Top,Bindi Supplex,32830,,10,10,2025
1343,Top,Silvestre,32830,,10,10,2025
1344,Buzo,Active,52430,,10,10,2025
1345,Top,Nadi Morley Glow,32830,,10,10,2025
1346,Short,Vata,40530,,10,10,2025
1347,Top,Shanti Compasion,32830,,10,10,2025
1348,Pantalon,Wide,45500,,10,10,2025
1349,Buzo,Cala Las Plantas,47530,,10,10,2025
1350,Remera,Abundancia,29330,,10,10,2025
1351,Pantalon,Crop Vaiu,48930,,10,10,2025
1352,Anorak,Active Lulea,81830,,10,10,2025
1353,Remera,Abundancia,29300,,15,10,2025
1354,Legging,cotton Devi 7/8 ,58400,,17,10,2025
1355,Crop ,Active,44900,,17,10,2025
1356,Short Y,2/8 Silvestre,49900,,17,10,2025
1357,RETIRO PERSONAL ,Legging 7/8 Cielo ,0,,24,10,2025
1358,Top ,Goa Cielo,0,,24,10,2025
1359,Remera,Abundancia,42000,,24,10,2025
1360,Remera,Abundancia,42000,,24,10,2025
1361,Remera,Abundancia ,42000,,24,10,2025
1362,Buzo ,El puente - cambio,28000,,24,10,2025
1363,Legging,3/8 Lokah Samastah,52100,,24,10,2025
1364,Buzo,Warm Up,37450,,29,10,2025
1365,Campera,Active lulea,58450,,29,10,2025
1366,Campera,No Gender Botanica Oculta,46450,,29,10,2025
1367,Buzo,Vaiu,34950,,29,10,2025
1368,Campera,No Gender Botanica Oculta,46450,,31,10,2025
1369,Buzo,Warm Up,37450,,31,10,2025
1370,Legging,Cotton Swasti,50000,,2,11,2025
1371,Campera,Line,46940,,2,11,2025
1372,Pantalon,Line,37450,,2,11,2025
1373,Remera,Brisa,35920,,2,11,2025
1374,Buzo,Las Plantas,40740,,4,11,2025
1375,Legging,New Supplex,54300,,4,11,2025
1376,Pantalon,Line,37450,,4,11,2025
1377,Legging,Soft Cotton Devi 7/8,51920,,4,11,2025
1378,Buzo,Oversize Oceano,46000,,4,11,2025
1379,Agenda,lulea,59900,,7,11,2025
1380,Agenda ,Lulea,59900,,7,11,2025
1381,Agenda Lulea,,59900,,7,11,2025
1382,Agenda lulea,,59900,,7,11,2025
1383,Agenda ,Lulea,59900,,7,11,2025
1384,Agenda ,Lulea,59900,,7,11,2025
1385,Legging,2/8 Silvestre,32930,,7,11,2025
1386,Top,Silvestre,32830,,7,11,2025
1387,Legging,7/8 Silvestre,41940,,7,11,2025
1388,Musculosa,Om,25000,,7,11,2025
1389,Buzo ,Las Plantas,47000,,7,11,2025
1390,Buzo,Overzise Oceano Profundo,65500,,7,11,2025
1391,Oraculo,,19900,,7,11,2025
1392,Oraculo,lulea,19900,,11,11,2025
1393,Mono,New Wide,55900,,11,11,2025
1394,Hoodie,Alba,55930,,11,11,2025
1395,Legging,7/8 Soft Cotton Azalea,45430,,11,11,2025
1397,Legging,2/8 Fuerza,34930,,11,11,2025
1398,Legging,2/8 Cotton Azalea,32830,,11,11,2025
1399,Top,Braid Azalea,32830,,11,11,2025
1400,Top,O Fuerza,32830,,11,11,2025
1401,Crop,Bruma,31430,,11,11,2025
1402,Combo,Agenda + Oraculo,59900,,11,11,2025
1403,Agenda + Oraculo,lulea,59900,,14,11,2025
1404,Mono,New Wide,59900,,14,11,2025
1405,Remera,Flow,36000,,14,11,2025
1406,Top,Goa Cielo,32800,,14,11,2025
1407,Legging,7/8 Cotton Azalea,45430,,14,11,2025
1408,Legging,2/8 Cotton Fuerza,34930,,14,11,2025
1409,Legging,2/8 Cotton Gardenia,34930,,14,11,2025
1410,Short,Alba,34930,,14,11,2025
1411,Hoddie ,Alba,55930,,14,11,2025
1412,Musculosa,No Gender Fresh,25130,,14,11,2025
1413,Remera,Prana Manga Corta Gris,31430,,14,11,2025
1414,Crop,Alba Crudo,31430,,14,11,2025
1415,Pantalon ,Wide,61000,,14,11,2025
1416,Voucher,,66000,,18,11,2025
1417,Remera,Abundancia ,32800,,18,11,2025
1418,Sudadera,Azul Aero,21310,,18,11,2025
1419,Short,Alba,44910,,18,11,2025
1420,Short,Active,62910,,18,11,2025
1421,Top,Braid,42200,,18,11,2025
1422,Crop ,Maitri,40400,,18,11,2025
1423,Short,2/8 Y Silvestre,42400,,19,11,2025
1424,Remera ,Flow,32800,,19,11,2025
1425,Musculosa No Gender,,32300,,19,11,2025
1426,Pantalon,Crop Vaiu,61100,,21,11,2025
1427,Legging,7/8 Om Polisap,61100,,21,11,2025
1428,Sudadera ,Dry,28720,,26,11,2025
1429,Musculosa,Om,28720,,26,11,2025
1430,Crop,Bruma,35920,,26,11,2025
1431,Legging,3/8 Bodhisattva,52110,,26,11,2025
1432,Musculosa,Bandha Crema,40410,,26,11,2025
1433,Remera,Flow,37520,,26,11,2025
1434,Remera,Flow,37520,,26,11,2025
1435,Musculosa,Dry,35900,,26,11,2025
1436,Musculosa,No Gender,21540,,26,11,2025
1437,Short,Chill,52100,,29,11,2025
1438,Short ,Chill,52100,,29,11,2025
1439,Crop,Bruma,40400,,29,11,2025
1440,Crop,Bruma,40400,,29,11,2025
1441,Remera,Abundancia,42200,,29,11,2025
1442,Remera,Abundacia,42200,,29,11,2025
1443,Agenda ,lulea,59900,,5,12,2025
1444,Buzo,Active lulea,52430,,5,12,2025
1445,Musculosa,Classic lulea Dry,25130,,5,12,2025
1446,Remera,Prana No Gender,31430,,5,12,2025
1447,VOUCHER,,70000,,5,12,2025
1448,VOUCHER,,40000,,5,12,2025
1449,Agenda,lulea,59900,,5,12,2025
1450,Combo Agenda,lulea,59900,,5,12,2025
1451,Remera,Mindfulness Vata,41760,,6,12,2025
1453,Voucher,,40000,,10,12,2025
1454,Remera,Free,33915,,10,12,2025
1455,Musculosa Alba,,33915,,10,12,2025
1456,Remera,Boxi,38165,,10,12,2025
1457,Short,Alba,42415,,10,12,2025
1458,Short ,Alba,42415,,10,12,2025
1459,Hoodie,Alba,67915,,10,12,2025
1460,Legging,2/8 Devi Soft Cotton,38165,,10,12,2025
1461,Remera,Trama,39865,,10,12,2025
1462,Pantalon ,Crop Vaiu,67900,,19,12,2025
1463,Top ,Om Soft Cotton,44900,,19,12,2025
1464,Musculosa - Promo 3 x 2,Dry,0,,19,12,2025
1465,Gorra,Alquimia Beige,35900,,19,12,2025
1466,Pantalon,Wide,60900,,19,12,2025
1467,Mono,New Dry,74900,,19,12,2025
1468,Pantalon,Boho,67900,,19,12,2025
1469,Pantalon - Promo 3 x 2,Crop Vaiu,0,,19,12,2025
1470,Legging,2/8 Gardenias,44900,,19,12,2025
1471,Crop,Bruma,44900,,19,12,2025
1472,Crop,Suma,44900,,19,12,2025
1473,Remera,Oceano Profundo,46900,,19,12,2025
1474,Buzo Oversize,Las Plantas,67900,,19,12,2025
1475,Remera,Suma,40410,,26,12,2025
1476,Legging,7/8 Cotton Swasti,58410,,26,12,2025
1477,Buzo ,Active,37450,,26,12,2025
1478,Top,Shanti Alamo,23450,,26,12,2025
1479,RETIRO - REGALO,Legging 7/8 Gardenia,38900,,26,12,2025
1480,RETIRO - REGALO,Musculosa No Gender Dry,19900,,26,12,2025
1481,RETIRO - REGALO ,Agenda,29900,,26,12,2025
1482,RETIRO - REGALO,Legging 2/8 Silvestre,31900,,26,12,2025
1483,RETIRO - REGALO,Legging 2/8 Agua Sagrada,31900,,26,12,2025
1484,Buzo ,Active,37450,,26,12,2025
1485,Crop,Suma,40410,,26,12,2025
1486,Remera,Abundancia,42210,,26,12,2025
1487,Pantalon,Boho Nougat,42950,,26,12,2025
1488,Crop,Dropback blanco,19950,,26,12,2025
1489,Musculosa,Alba,35910,,26,12,2025
1490,Musculosa ,Alba ,35910,,26,12,2025
1491,Legging,7/8 New Sulpplex,61110,,26,12,2025
1492,Remera,Abundancia,42210,,26,12,2025
1493,Legging,7/8 Cielo,34950,,26,12,2025
1494,Legging 2/8 Tierra Madre ,,28950,,29,12,2025
1495,Top,O Polisap ,22450,,29,12,2025
1496,Buzo,Oceano Profundo,46450,,29,12,2025
1497,Remera,Suma,22450,,29,12,2025
1498,Legging,2/8 Soft Cotton,42210,,29,12,2025
1499,Remera,Abundancia,42210,,29,12,2025
1500,Campera,No Gender Despertar,46450,,30,12,2025
1501,Gorra,Alquimia,35900,,30,12,2025
1502,Remera,Abundancia,42000,,2,1,2026
1503,Legging,2/8 Cotton Tierra Madre,24950,,2,1,2026
1504,Yoguineta,Larga ,61110,,2,1,2026
1505,Buzo,Mindfulness Tapas,37450,,2,1,2026
1506,Legging,2/8 Tierra Madre,28950,,2,1,2026
1507,Legging,2/8 Aves,28950,,2,1,2026
1508,Legging,Recta Cotton,61110,,2,1,2026
1509,Sudadera,MinI Dry,32310,,2,1,2026
1510,Top,Delicias,42210,,2,1,2026
1511,Top,Om Soft Cotton,40410,,2,1,2026
1512,Remera ,Oversize,34587,,22,1,2026
1513,Legging ,7/8 Agua Sagrada,43146,,22,1,2026
1514,Legging,7/8 Polisap,47187,,22,1,2026
1515,Top,Eden,34587,,23,1,2026
1516,Top,Flex Lavanda,31437,,23,1,2026
1517,Short,Active lulea,40887,,23,1,2026
1518,Remera,Abundancia,32665,,23,1,2026
1519,Pantalon,Crop Vaiu,41590,,23,1,2026
1520,Legging,7/8 Delicias,47187,,23,1,2026
1521,Short ,Active,40887,,28,1,2026
1522,Crop,Bruma,31437,,28,1,2026
1523,Buzo,No Gender Las Plantas,59940,,28,1,2026
1524,Remera,Oversize No Gender Bosque Primario,34500,,28,1,2026
1525,Musculosa ,Alba,28900,,5,2,2026
1526,Musculosa,Om,28900,,5,2,2026
1527,Short,Morley,49400,,5,2,2026
1528,RETIRO - Regalo,Legging 7/8 New Supplex,0,,5,2,2026
1529,RETIRO - Regalo,Sudadera Mini Dry,0,,5,2,2026
1530,Pantalon ,Vaiu,71900,,6,2,2026
1531,Short,Ashtanga New Supplex,49400,,6,2,2026
1532,Crop,Suma,44910,,6,2,2026
1533,Remera,Boxi Boticaria,44910,,6,2,2026
1534,Crop,Bruma,44910,,6,2,2026
1535,Remera,Abundancia,44900,,6,2,2026
1536,Short,Ashtanga Polisap,41000,,9,2,2026
1537,Sweater,Mystic,65000,,9,2,2026
1538,RETIRO - ,Crop Bruma,0,,9,2,2026
1539,Gorra ,lulea,32310,,9,2,2026
1540,Crop,Active,44910,,9,2,2026
1541,Buzo,Warm Up Malva,76410,,9,2,2026
1542,Top,Viparita Morley,49410,,9,2,2026
1543,Short ,Viparita Morley,49410,,9,2,2026
1544,Crop,Alba,44900,,13,2,2026
1545,Musculosa,No Gender Fresh,35910,,13,2,2026
1546,Buzo ,Oceano Profundo,59900,,20,2,2026
1547,Legging,7/8 Soft Cotton,62100,,20,2,2026
1548,Crop ,Suma,44910,,20,2,2026
1549,Legging,7/8 Polisap Tomillo,39950,,20,2,2026
1550,Falda Flex,lulea,38430,,20,2,2026
1551,Legging,7/8 Polisap Air,52430,,20,2,2026
1552,Legging,7/8 New Supplex,52430,,20,2,2026
